MOD,DATE_EFF,TYPECOM_AV,COM_AV,TNCC_AV,NCC_AV,NCCENR_AV,LIBELLE_AV,TYPECOM_AP,COM_AP,TNCC_AP,NCC_AP,NCCENR_AP,LIBELLE_AP,indic_oe,indic_oe₂
32,2019-01-01,COM,44160,0,SAINT GEREON,Saint-Géréon,Saint-Géréon,COM,44003,1,ANCENIS SAINT GEREON,Ancenis-Saint-Géréon,Ancenis-Saint-Géréon,#N/D,#N/D
32,2019-01-01,COM,46014,0,BAGAT EN QUERCY,Bagat-en-Quercy,Bagat-en-Quercy,COMD,46014,0,BAGAT EN QUERCY,Bagat-en-Quercy,Bagat-en-Quercy,#N/D,#N/D
32,2019-01-01,COM,46014,0,BAGAT EN QUERCY,Bagat-en-Quercy,Bagat-en-Quercy,COM,46263,0,BARGUELONNE EN QUERCY,Barguelonne-en-Quercy,Barguelonne-en-Quercy,#N/D,#N/D
32,2019-01-01,COM,46033,2,BOULVE,Boulvé,Le Boulvé,COM,46033,0,PORTE DU QUERCY,Porte-du-Quercy,Porte-du-Quercy,#N/D,#N/D
32,2019-01-01,COM,46033,2,BOULVE,Boulvé,Le Boulvé,COMD,46033,2,BOULVE,Boulvé,Le Boulvé,#N/D,#N/D
32,2019-01-01,COM,46067,0,CAZILLAC,Cazillac,Cazillac,COMD,46067,0,CAZILLAC,Cazillac,Cazillac,#N/D,#N/D
32,2019-01-01,COM,46067,0,CAZILLAC,Cazillac,Cazillac,COM,46232,2,VIGNON EN QUERCY,Vignon-en-Quercy,Le Vignon-en-Quercy,#N/D,#N/D
32,2019-01-01,COM,46083,0,CRESSENSAC,Cressensac,Cressensac,COM,46083,0,CRESSENSAC SARRAZAC,Cressensac-Sarrazac,Cressensac-Sarrazac,#N/D,#N/D
32,2019-01-01,COM,46083,0,CRESSENSAC,Cressensac,Cressensac,COMD,46083,0,CRESSENSAC,Cressensac,Cressensac,#N/D,#N/D
32,2019-01-01,COM,46099,0,FARGUES,Fargues,Fargues,COM,46033,0,PORTE DU QUERCY,Porte-du-Quercy,Porte-du-Quercy,#N/D,#N/D
32,2019-01-01,COM,46099,0,FARGUES,Fargues,Fargues,COMD,46099,0,FARGUES,Fargues,Fargues,#N/D,#N/D
32,2019-01-01,COM,46232,4,QUATRE ROUTES DU LOT,Quatre-Routes-du-Lot,Les Quatre-Routes-du-Lot,COMD,46232,4,QUATRE ROUTES DU LOT,Quatre-Routes-du-Lot,Les Quatre-Routes-du-Lot,#N/D,#N/D
32,2019-01-01,COM,46232,4,QUATRE ROUTES DU LOT,Quatre-Routes-du-Lot,Les Quatre-Routes-du-Lot,COM,46232,2,VIGNON EN QUERCY,Vignon-en-Quercy,Le Vignon-en-Quercy,#N/D,#N/D
32,2019-01-01,COM,46263,0,SAINT DAUNES,Saint-Daunès,Saint-Daunès,COM,46263,0,BARGUELONNE EN QUERCY,Barguelonne-en-Quercy,Barguelonne-en-Quercy,#N/D,#N/D
32,2019-01-01,COM,46263,0,SAINT DAUNES,Saint-Daunès,Saint-Daunès,COMD,46263,0,SAINT DAUNES,Saint-Daunès,Saint-Daunès,#N/D,#N/D
32,2019-01-01,COM,46278,0,SAINT MATRE,Saint-Matré,Saint-Matré,COM,46033,0,PORTE DU QUERCY,Porte-du-Quercy,Porte-du-Quercy,#N/D,#N/D
32,2019-01-01,COM,46278,0,SAINT MATRE,Saint-Matré,Saint-Matré,COMD,46278,0,SAINT MATRE,Saint-Matré,Saint-Matré,#N/D,#N/D
32,2019-01-01,COM,46285,0,SAINT PANTALEON,Saint-Pantaléon,Saint-Pantaléon,COM,46263,0,BARGUELONNE EN QUERCY,Barguelonne-en-Quercy,Barguelonne-en-Quercy,#N/D,#N/D
32,2019-01-01,COM,46285,0,SAINT PANTALEON,Saint-Pantaléon,Saint-Pantaléon,COMD,46285,0,SAINT PANTALEON,Saint-Pantaléon,Saint-Pantaléon,#N/D,#N/D
32,2019-01-01,COM,46298,0,SARRAZAC,Sarrazac,Sarrazac,COM,46083,0,CRESSENSAC SARRAZAC,Cressensac-Sarrazac,Cressensac-Sarrazac,#N/D,#N/D
32,2019-01-01,COM,46298,0,SARRAZAC,Sarrazac,Sarrazac,COMD,46298,0,SARRAZAC,Sarrazac,Sarrazac,#N/D,#N/D
32,2019-01-01,COM,46300,0,SAUX,Saux,Saux,COM,46033,0,PORTE DU QUERCY,Porte-du-Quercy,Porte-du-Quercy,#N/D,#N/D
32,2019-01-01,COM,46300,0,SAUX,Saux,Saux,COMD,46300,0,SAUX,Saux,Saux,#N/D,#N/D
32,2019-01-01,COM,48038,0,CHAMBON LE CHATEAU,Chambon-le-Château,Chambon-le-Château,COM,48038,0,BEL AIR VAL D ANCE,Bel-Air-Val-d'Ance,Bel-Air-Val-d'Ance,#N/D,#N/D
32,2019-01-01,COM,48038,0,CHAMBON LE CHATEAU,Chambon-le-Château,Chambon-le-Château,COMD,48038,0,CHAMBON LE CHATEAU,Chambon-le-Château,Chambon-le-Château,#N/D,#N/D
32,2019-01-01,COM,48057,1,ESTABLES,Estables,Estables,COMD,48057,1,ESTABLES,Estables,Estables,#N/D,#N/D
32,2019-01-01,COM,48057,1,ESTABLES,Estables,Estables,COM,48127,0,MONTS DE RANDON,Monts-de-Randon,Monts-de-Randon,#N/D,#N/D
32,2019-01-01,COM,48078,0,LACHAMP,Lachamp,Lachamp,COMD,48078,0,LACHAMP,Lachamp,Lachamp,#N/D,#N/D
32,2019-01-01,COM,48078,0,LACHAMP,Lachamp,Lachamp,COM,48126,0,LACHAMP RIBENNES,Lachamp-Ribennes,Lachamp-Ribennes,#N/D,#N/D
32,2019-01-01,COM,48126,0,RIBENNES,Ribennes,Ribennes,COMD,48126,0,RIBENNES,Ribennes,Ribennes,#N/D,#N/D
32,2019-01-01,COM,48126,0,RIBENNES,Ribennes,Ribennes,COM,48126,0,LACHAMP RIBENNES,Lachamp-Ribennes,Lachamp-Ribennes,#N/D,#N/D
32,2019-01-01,COM,48127,0,RIEUTORT DE RANDON,Rieutort-de-Randon,Rieutort-de-Randon,COM,48127,0,MONTS DE RANDON,Monts-de-Randon,Monts-de-Randon,#N/D,#N/D
32,2019-01-01,COM,48127,0,RIEUTORT DE RANDON,Rieutort-de-Randon,Rieutort-de-Randon,COMD,48127,0,RIEUTORT DE RANDON,Rieutort-de-Randon,Rieutort-de-Randon,#N/D,#N/D
32,2019-01-01,COM,48133,0,SAINT AMANS,Saint-Amans,Saint-Amans,COM,48127,0,MONTS DE RANDON,Monts-de-Randon,Monts-de-Randon,#N/D,#N/D
32,2019-01-01,COM,48133,0,SAINT AMANS,Saint-Amans,Saint-Amans,COMD,48133,0,SAINT AMANS,Saint-Amans,Saint-Amans,#N/D,#N/D
32,2019-01-01,COM,48184,0,SAINT SYMPHORIEN,Saint-Symphorien,Saint-Symphorien,COM,48038,0,BEL AIR VAL D ANCE,Bel-Air-Val-d'Ance,Bel-Air-Val-d'Ance,#N/D,#N/D
32,2019-01-01,COM,48184,0,SAINT SYMPHORIEN,Saint-Symphorien,Saint-Symphorien,COMD,48184,0,SAINT SYMPHORIEN,Saint-Symphorien,Saint-Symphorien,#N/D,#N/D
32,2019-01-01,COM,48189,0,SERVIERES,Servières,Servières,COM,48127,0,MONTS DE RANDON,Monts-de-Randon,Monts-de-Randon,#N/D,#N/D
32,2019-01-01,COM,48189,0,SERVIERES,Servières,Servières,COMD,48189,0,SERVIERES,Servières,Servières,#N/D,#N/D
32,2019-01-01,COM,48197,3,VILLEDIEU,Villedieu,La Villedieu,COM,48127,0,MONTS DE RANDON,Monts-de-Randon,Monts-de-Randon,#N/D,#N/D
32,2019-01-01,COM,48197,3,VILLEDIEU,Villedieu,La Villedieu,COMD,48197,3,VILLEDIEU,Villedieu,La Villedieu,#N/D,#N/D
32,2019-01-01,COM,49046,0,BREZE,Brézé,Brézé,COMD,49046,0,BREZE,Brézé,Brézé,#N/D,#N/D
32,2019-01-01,COM,49046,0,BREZE,Brézé,Brézé,COM,49060,0,BELLEVIGNE LES CHATEAUX,Bellevigne-les-Châteaux,Bellevigne-les-Châteaux,#N/D,#N/D
32,2019-01-01,COM,49060,0,CHACE,Chacé,Chacé,COM,49060,0,BELLEVIGNE LES CHATEAUX,Bellevigne-les-Châteaux,Bellevigne-les-Châteaux,#N/D,#N/D
32,2019-01-01,COM,49060,0,CHACE,Chacé,Chacé,COMD,49060,0,CHACE,Chacé,Chacé,#N/D,#N/D
32,2019-01-01,COM,49065,4,HAUTS D ANJOU,Hauts d'Anjou,Les Hauts d'Anjou,COM,49080,4,HAUTS D ANJOU,Hauts-d'Anjou,Les Hauts-d'Anjou,#N/D,#N/D
32,2019-01-01,COM,49080,0,CHATEAUNEUF SUR SARTHE,Châteauneuf-sur-Sarthe,Châteauneuf-sur-Sarthe,COM,49080,4,HAUTS D ANJOU,Hauts-d'Anjou,Les Hauts-d'Anjou,#N/D,#N/D
32,2019-01-01,COM,49080,0,CHATEAUNEUF SUR SARTHE,Châteauneuf-sur-Sarthe,Châteauneuf-sur-Sarthe,COMD,49080,0,CHATEAUNEUF SUR SARTHE,Châteauneuf-sur-Sarthe,Châteauneuf-sur-Sarthe,#N/D,#N/D
32,2019-01-01,COM,49159,0,HUILLE,Huillé,Huillé,COMD,49159,0,HUILLE,Huillé,Huillé,#N/D,#N/D
32,2019-01-01,COM,49159,0,HUILLE,Huillé,Huillé,COM,49174,0,HUILLE LEZIGNE,Huillé-Lézigné,Huillé-Lézigné,#N/D,#N/D
32,2019-01-01,COM,49174,0,LEZIGNE,Lézigné,Lézigné,COMD,49174,0,LEZIGNE,Lézigné,Lézigné,#N/D,#N/D
32,2019-01-01,COM,49174,0,LEZIGNE,Lézigné,Lézigné,COM,49174,0,HUILLE LEZIGNE,Huillé-Lézigné,Huillé-Lézigné,#N/D,#N/D
32,2019-01-01,COM,49274,0,SAINT CYR EN BOURG,Saint-Cyr-en-Bourg,Saint-Cyr-en-Bourg,COM,49060,0,BELLEVIGNE LES CHATEAUX,Bellevigne-les-Châteaux,Bellevigne-les-Châteaux,#N/D,#N/D
32,2019-01-01,COM,49274,0,SAINT CYR EN BOURG,Saint-Cyr-en-Bourg,Saint-Cyr-en-Bourg,COMD,49274,0,SAINT CYR EN BOURG,Saint-Cyr-en-Bourg,Saint-Cyr-en-Bourg,#N/D,#N/D
32,2019-01-01,COM,49289,0,SAINT JEAN DE LINIERES,Saint-Jean-de-Linières,Saint-Jean-de-Linières,COMD,49289,0,SAINT JEAN DE LINIERES,Saint-Jean-de-Linières,Saint-Jean-de-Linières,#N/D,#N/D
32,2019-01-01,COM,49289,0,SAINT JEAN DE LINIERES,Saint-Jean-de-Linières,Saint-Jean-de-Linières,COM,49298,0,SAINT LEGER DE LINIERES,Saint-Léger-de-Linières,Saint-Léger-de-Linières,#N/D,#N/D
32,2019-01-01,COM,49298,0,SAINT LEGER DES BOIS,Saint-Léger-des-Bois,Saint-Léger-des-Bois,COMD,49298,0,SAINT LEGER DES BOIS,Saint-Léger-des-Bois,Saint-Léger-des-Bois,#N/D,#N/D
32,2019-01-01,COM,49298,0,SAINT LEGER DES BOIS,Saint-Léger-des-Bois,Saint-Léger-des-Bois,COM,49298,0,SAINT LEGER DE LINIERES,Saint-Léger-de-Linières,Saint-Léger-de-Linières,#N/D,#N/D
32,2019-01-01,COM,49337,0,SOUCELLES,Soucelles,Soucelles,COMD,49337,0,SOUCELLES,Soucelles,Soucelles,#N/D,#N/D
32,2019-01-01,COM,49337,0,SOUCELLES,Soucelles,Soucelles,COM,49377,0,RIVES DU LOIR EN ANJOU,Rives-du-Loir-en-Anjou,Rives-du-Loir-en-Anjou,#N/D,#N/D
32,2019-01-01,COM,49377,0,VILLEVEQUE,Villevêque,Villevêque,COM,49377,0,RIVES DU LOIR EN ANJOU,Rives-du-Loir-en-Anjou,Rives-du-Loir-en-Anjou,#N/D,#N/D
32,2019-01-01,COM,49377,0,VILLEVEQUE,Villevêque,Villevêque,COMD,49377,0,VILLEVEQUE,Villevêque,Villevêque,#N/D,#N/D
32,2019-01-01,COM,50007,1,ANCTEVILLE,Ancteville,Ancteville,COMD,50007,1,ANCTEVILLE,Ancteville,Ancteville,#N/D,#N/D
32,2019-01-01,COM,50007,1,ANCTEVILLE,Ancteville,Ancteville,COM,50550,0,SAINT SAUVEUR VILLAGES,Saint-Sauveur-Villages,Saint-Sauveur-Villages,#N/D,#N/D
32,2019-01-01,COM,50014,1,ANNEVILLE SUR MER,Anneville-sur-Mer,Anneville-sur-Mer,COMD,50014,1,ANNEVILLE SUR MER,Anneville-sur-Mer,Anneville-sur-Mer,#N/D,#N/D
32,2019-01-01,COM,50014,1,ANNEVILLE SUR MER,Anneville-sur-Mer,Anneville-sur-Mer,COM,50215,0,GOUVILLE SUR MER,Gouville-sur-Mer,Gouville-sur-Mer,#N/D,#N/D
32,2019-01-01,COM,50025,1,AVRANCHES,Avranches,Avranches,COM,50025,1,AVRANCHES,Avranches,Avranches,#N/D,#N/D
32,2019-01-01,COM,50089,0,BRUCHEVILLE,Brucheville,Brucheville,COMD,50089,0,BRUCHEVILLE,Brucheville,Brucheville,#N/D,#N/D
32,2019-01-01,COM,50089,0,BRUCHEVILLE,Brucheville,Brucheville,COM,50099,0,CARENTAN LES MARAIS,Carentan-les-Marais,Carentan-les-Marais,#N/D,#N/D
32,2019-01-01,COM,50099,0,CARENTAN LES MARAIS,Carentan les Marais,Carentan les Marais,COM,50099,0,CARENTAN LES MARAIS,Carentan-les-Marais,Carentan-les-Marais,#N/D,#N/D
32,2019-01-01,COM,50103,0,CARQUEBUT,Carquebut,Carquebut,COMD,50103,0,CARQUEBUT,Carquebut,Carquebut,#N/D,#N/D
32,2019-01-01,COM,50103,0,CARQUEBUT,Carquebut,Carquebut,COM,50523,0,SAINTE MERE EGLISE,Sainte-Mère-Église,Sainte-Mère-Église,#N/D,#N/D
32,2019-01-01,COM,50107,0,CATZ,Catz,Catz,COM,50099,0,CARENTAN LES MARAIS,Carentan-les-Marais,Carentan-les-Marais,#N/D,#N/D
32,2019-01-01,COM,50107,0,CATZ,Catz,Catz,COMD,50107,0,CATZ,Catz,Catz,#N/D,#N/D
32,2019-01-01,COM,50140,0,CONTRIERES,Contrières,Contrières,COMD,50140,0,CONTRIERES,Contrières,Contrières,#N/D,#N/D
32,2019-01-01,COM,50140,0,CONTRIERES,Contrières,Contrières,COM,50419,0,QUETTREVILLE SUR SIENNE,Quettreville-sur-Sienne,Quettreville-sur-Sienne,#N/D,#N/D
32,2019-01-01,COM,50160,0,DENNEVILLE,Denneville,Denneville,COMD,50160,0,DENNEVILLE,Denneville,Denneville,#N/D,#N/D
32,2019-01-01,COM,50160,0,DENNEVILLE,Denneville,Denneville,COM,50412,0,PORT BAIL SUR MER,Port-Bail-sur-Mer,Port-Bail-sur-Mer,#N/D,#N/D
32,2019-01-01,COM,50197,0,GAVRAY,Gavray,Gavray,COM,50197,0,GAVRAY SUR SIENNE,Gavray-sur-Sienne,Gavray-sur-Sienne,#N/D,#N/D
32,2019-01-01,COM,50197,0,GAVRAY,Gavray,Gavray,COMD,50197,0,GAVRAY,Gavray,Gavray,#N/D,#N/D
32,2019-01-01,COM,50206,3,GOHANNIERE,Gohannière,La Gohannière,COM,50597,0,TIREPIED SUR SEE,Tirepied-sur-Sée,Tirepied-sur-Sée,#N/D,#N/D
32,2019-01-01,COM,50215,0,GOUVILLE SUR MER,Gouville sur Mer,Gouville sur Mer,COM,50215,0,GOUVILLE SUR MER,Gouville-sur-Mer,Gouville-sur-Mer,#N/D,#N/D
32,2019-01-01,COM,50223,0,GUEHEBERT,Guéhébert,Guéhébert,COMD,50223,0,GUEHEBERT,Guéhébert,Guéhébert,#N/D,#N/D
32,2019-01-01,COM,50223,0,GUEHEBERT,Guéhébert,Guéhébert,COM,50419,0,QUETTREVILLE SUR SIENNE,Quettreville-sur-Sienne,Quettreville-sur-Sienne,#N/D,#N/D
32,2019-01-01,COM,50244,0,HERENGUERVILLE,Hérenguerville,Hérenguerville,COMD,50244,0,HERENGUERVILLE,Hérenguerville,Hérenguerville,#N/D,#N/D
32,2019-01-01,COM,50244,0,HERENGUERVILLE,Hérenguerville,Hérenguerville,COM,50419,0,QUETTREVILLE SUR SIENNE,Quettreville-sur-Sienne,Quettreville-sur-Sienne,#N/D,#N/D
32,2019-01-01,COM,50301,2,MESNIL AMAND,Mesnil-Amand,Le Mesnil-Amand,COM,50197,0,GAVRAY SUR SIENNE,Gavray-sur-Sienne,Gavray-sur-Sienne,#N/D,#N/D
32,2019-01-01,COM,50301,2,MESNIL AMAND,Mesnil-Amand,Le Mesnil-Amand,COMD,50301,2,MESNIL AMAND,Mesnil-Amand,Le Mesnil-Amand,#N/D,#N/D
32,2019-01-01,COM,50308,2,MESNILBUS,Mesnilbus,Le Mesnilbus,COMD,50308,2,MESNILBUS,Mesnilbus,Le Mesnilbus,#N/D,#N/D
32,2019-01-01,COM,50308,2,MESNILBUS,Mesnilbus,Le Mesnilbus,COM,50550,0,SAINT SAUVEUR VILLAGES,Saint-Sauveur-Villages,Saint-Sauveur-Villages,#N/D,#N/D
32,2019-01-01,COM,50313,2,MESNIL HERMAN,Mesnil-Herman,Le Mesnil-Herman,COMD,50313,2,MESNIL HERMAN,Mesnil-Herman,Le Mesnil-Herman,#N/D,#N/D
32,2019-01-01,COM,50313,2,MESNIL HERMAN,Mesnil-Herman,Le Mesnil-Herman,COM,50546,0,BOURGVALLEES,Bourgvallées,Bourgvallées,#N/D,#N/D
32,2019-01-01,COMA,50314,2,MESNIL HUE,Mesnil-Hue,Le Mesnil-Hue,COM,50197,0,GAVRAY SUR SIENNE,Gavray-sur-Sienne,Gavray-sur-Sienne,#N/D,#N/D
32,2019-01-01,COM,50320,2,MESNIL ROGUES,Mesnil-Rogues,Le Mesnil-Rogues,COM,50197,0,GAVRAY SUR SIENNE,Gavray-sur-Sienne,Gavray-sur-Sienne,#N/D,#N/D
32,2019-01-01,COM,50320,2,MESNIL ROGUES,Mesnil-Rogues,Le Mesnil-Rogues,COMD,50320,2,MESNIL ROGUES,Mesnil-Rogues,Le Mesnil-Rogues,#N/D,#N/D
32,2019-01-01,COM,50348,0,MONTMARTIN EN GRAIGNES,Montmartin-en-Graignes,Montmartin-en-Graignes,COM,50099,0,CARENTAN LES MARAIS,Carentan-les-Marais,Carentan-les-Marais,#N/D,#N/D
32,2019-01-01,COM,50348,0,MONTMARTIN EN GRAIGNES,Montmartin-en-Graignes,Montmartin-en-Graignes,COMD,50348,0,MONTMARTIN EN GRAIGNES,Montmartin-en-Graignes,Montmartin-en-Graignes,#N/D,#N/D
32,2019-01-01,COM,50354,0,MONTSURVENT,Montsurvent,Montsurvent,COM,50215,0,GOUVILLE SUR MER,Gouville-sur-Mer,Gouville-sur-Mer,#N/D,#N/D
32,2019-01-01,COM,50354,0,MONTSURVENT,Montsurvent,Montsurvent,COMD,50354,0,MONTSURVENT,Montsurvent,Montsurvent,#N/D,#N/D
32,2019-01-01,COM,50358,0,MORSALINES,Morsalines,Morsalines,COMD,50358,0,MORSALINES,Morsalines,Morsalines,#N/D,#N/D
32,2019-01-01,COM,50358,0,MORSALINES,Morsalines,Morsalines,COM,50417,0,QUETTEHOU,Quettehou,Quettehou,#N/D,#N/D
32,2019-01-01,COM,50412,0,PORTBAIL,Portbail,Portbail,COMD,50412,0,PORTBAIL,Portbail,Portbail,#N/D,#N/D
32,2019-01-01,COM,50412,0,PORTBAIL,Portbail,Portbail,COM,50412,0,PORT BAIL SUR MER,Port-Bail-sur-Mer,Port-Bail-sur-Mer,#N/D,#N/D
32,2019-01-01,COM,50417,0,QUETTEHOU,Quettehou,Quettehou,COM,50417,0,QUETTEHOU,Quettehou,Quettehou,#N/D,#N/D
32,2019-01-01,COM,50417,0,QUETTEHOU,Quettehou,Quettehou,COMD,50417,0,QUETTEHOU,Quettehou,Quettehou,#N/D,#N/D
32,2019-01-01,COM,50419,0,QUETTREVILLE SUR SIENNE,Quettreville-sur-Sienne,Quettreville-sur-Sienne,COM,50419,0,QUETTREVILLE SUR SIENNE,Quettreville-sur-Sienne,Quettreville-sur-Sienne,#N/D,#N/D
32,2019-01-01,COM,50427,0,RAVENOVILLE,Ravenoville,Ravenoville,COMD,50427,0,RAVENOVILLE,Ravenoville,Ravenoville,#N/D,#N/D
32,2019-01-01,COM,50427,0,RAVENOVILLE,Ravenoville,Ravenoville,COM,50523,0,SAINTE MERE EGLISE,Sainte-Mère-Église,Sainte-Mère-Église,#N/D,#N/D
32,2019-01-01,COM,50438,3,RONDE HAYE,Ronde-Haye,La Ronde-Haye,COMD,50438,3,RONDE HAYE,Ronde-Haye,La Ronde-Haye,#N/D,#N/D
32,2019-01-01,COM,50438,3,RONDE HAYE,Ronde-Haye,La Ronde-Haye,COM,50550,0,SAINT SAUVEUR VILLAGES,Saint-Sauveur-Villages,Saint-Sauveur-Villages,#N/D,#N/D
32,2019-01-01,COM,50449,0,SAINT AUBIN DU PERRON,Saint-Aubin-du-Perron,Saint-Aubin-du-Perron,COMD,50449,0,SAINT AUBIN DU PERRON,Saint-Aubin-du-Perron,Saint-Aubin-du-Perron,#N/D,#N/D
32,2019-01-01,COM,50449,0,SAINT AUBIN DU PERRON,Saint-Aubin-du-Perron,Saint-Aubin-du-Perron,COM,50550,0,SAINT SAUVEUR VILLAGES,Saint-Sauveur-Villages,Saint-Sauveur-Villages,#N/D,#N/D
32,2019-01-01,COM,50485,0,SAINT HILAIRE PETITVILLE,Saint-Hilaire-Petitville,Saint-Hilaire-Petitville,COM,50099,0,CARENTAN LES MARAIS,Carentan-les-Marais,Carentan-les-Marais,#N/D,#N/D
32,2019-01-01,COM,50485,0,SAINT HILAIRE PETITVILLE,Saint-Hilaire-Petitville,Saint-Hilaire-Petitville,COMD,50485,0,SAINT HILAIRE PETITVILLE,Saint-Hilaire-Petitville,Saint-Hilaire-Petitville,#N/D,#N/D
32,2019-01-01,COM,50503,0,SAINT LO D OURVILLE,Saint-Lô-d'Ourville,Saint-Lô-d'Ourville,COM,50412,0,PORT BAIL SUR MER,Port-Bail-sur-Mer,Port-Bail-sur-Mer,#N/D,#N/D
32,2019-01-01,COM,50503,0,SAINT LO D OURVILLE,Saint-Lô-d'Ourville,Saint-Lô-d'Ourville,COMD,50503,0,SAINT LO D OURVILLE,Saint-Lô-d'Ourville,Saint-Lô-d'Ourville,#N/D,#N/D
32,2019-01-01,COM,50516,0,SAINT MARTIN DES CHAMPS,Saint-Martin-des-Champs,Saint-Martin-des-Champs,COM,50025,1,AVRANCHES,Avranches,Avranches,#N/D,#N/D
32,2019-01-01,COM,50516,0,SAINT MARTIN DES CHAMPS,Saint-Martin-des-Champs,Saint-Martin-des-Champs,COMD,50516,0,SAINT MARTIN DES CHAMPS,Saint-Martin-des-Champs,Saint-Martin-des-Champs,#N/D,#N/D
32,2019-01-01,COM,50523,0,SAINTE MERE EGLISE,Sainte-Mère-Église,Sainte-Mère-Église,COM,50523,0,SAINTE MERE EGLISE,Sainte-Mère-Église,Sainte-Mère-Église,#N/D,#N/D
32,2019-01-01,COM,50524,0,SAINT MICHEL DE LA PIERRE,Saint-Michel-de-la-Pierre,Saint-Michel-de-la-Pierre,COMD,50524,0,SAINT MICHEL DE LA PIERRE,Saint-Michel-de-la-Pierre,Saint-Michel-de-la-Pierre,#N/D,#N/D
32,2019-01-01,COM,50524,0,SAINT MICHEL DE LA PIERRE,Saint-Michel-de-la-Pierre,Saint-Michel-de-la-Pierre,COM,50550,0,SAINT SAUVEUR VILLAGES,Saint-Sauveur-Villages,Saint-Sauveur-Villages,#N/D,#N/D
32,2019-01-01,COM,50546,0,BOURGVALLEES,Bourgvallées,Bourgvallées,COM,50546,0,BOURGVALLEES,Bourgvallées,Bourgvallées,#N/D,#N/D
32,2019-01-01,COM,50550,0,SAINT SAUVEUR LENDELIN,Saint-Sauveur-Lendelin,Saint-Sauveur-Lendelin,COMD,50550,0,SAINT SAUVEUR LENDELIN,Saint-Sauveur-Lendelin,Saint-Sauveur-Lendelin,#N/D,#N/D
32,2019-01-01,COM,50550,0,SAINT SAUVEUR LENDELIN,Saint-Sauveur-Lendelin,Saint-Sauveur-Lendelin,COM,50550,0,SAINT SAUVEUR VILLAGES,Saint-Sauveur-Villages,Saint-Sauveur-Villages,#N/D,#N/D
32,2019-01-01,COM,50573,0,SERVIGNY,Servigny,Servigny,COM,50215,0,GOUVILLE SUR MER,Gouville-sur-Mer,Gouville-sur-Mer,#N/D,#N/D
32,2019-01-01,COM,50573,0,SERVIGNY,Servigny,Servigny,COMD,50573,0,SERVIGNY,Servigny,Servigny,#N/D,#N/D
32,2019-01-01,COM,50581,0,SOULLES,Soulles,Soulles,COM,50546,0,BOURGVALLEES,Bourgvallées,Bourgvallées,#N/D,#N/D
32,2019-01-01,COM,50581,0,SOULLES,Soulles,Soulles,COMD,50581,0,SOULLES,Soulles,Soulles,#N/D,#N/D
32,2019-01-01,COM,50583,0,SOURDEVAL LES BOIS,Sourdeval-les-Bois,Sourdeval-les-Bois,COM,50197,0,GAVRAY SUR SIENNE,Gavray-sur-Sienne,Gavray-sur-Sienne,#N/D,#N/D
32,2019-01-01,COM,50583,0,SOURDEVAL LES BOIS,Sourdeval-les-Bois,Sourdeval-les-Bois,COMD,50583,0,SOURDEVAL LES BOIS,Sourdeval-les-Bois,Sourdeval-les-Bois,#N/D,#N/D
32,2019-01-01,COM,50597,0,TIREPIED,Tirepied,Tirepied,COM,50597,0,TIREPIED SUR SEE,Tirepied-sur-Sée,Tirepied-sur-Sée,#N/D,#N/D
32,2019-01-01,COM,50605,0,TRELLY,Trelly,Trelly,COM,50419,0,QUETTREVILLE SUR SIENNE,Quettreville-sur-Sienne,Quettreville-sur-Sienne,#N/D,#N/D
32,2019-01-01,COM,50605,0,TRELLY,Trelly,Trelly,COMD,50605,0,TRELLY,Trelly,Trelly,#N/D,#N/D
32,2019-01-01,COM,50622,0,VAUDRIMESNIL,Vaudrimesnil,Vaudrimesnil,COM,50550,0,SAINT SAUVEUR VILLAGES,Saint-Sauveur-Villages,Saint-Sauveur-Villages,#N/D,#N/D
32,2019-01-01,COM,50622,0,VAUDRIMESNIL,Vaudrimesnil,Vaudrimesnil,COMD,50622,0,VAUDRIMESNIL,Vaudrimesnil,Vaudrimesnil,#N/D,#N/D
32,2019-01-01,COM,50636,0,VIERVILLE,Vierville,Vierville,COM,50099,0,CARENTAN LES MARAIS,Carentan-les-Marais,Carentan-les-Marais,#N/D,#N/D
32,2019-01-01,COM,50636,0,VIERVILLE,Vierville,Vierville,COMD,50636,0,VIERVILLE,Vierville,Vierville,#N/D,#N/D
32,2019-01-01,COM,52064,0,BOURMONT ENTRE MEUSE ET MOUZON,Bourmont-entre-Meuse-et-Mouzon,Bourmont-entre-Meuse-et-Mouzon,COM,52064,0,BOURMONT ENTRE MEUSE ET MOUZON,Bourmont-entre-Meuse-et-Mouzon,Bourmont-entre-Meuse-et-Mouzon,#N/D,#N/D
32,2019-01-01,COM,52225,0,GONCOURT,Goncourt,Goncourt,COM,52064,0,BOURMONT ENTRE MEUSE ET MOUZON,Bourmont-entre-Meuse-et-Mouzon,Bourmont-entre-Meuse-et-Mouzon,#N/D,#N/D
32,2019-01-01,COM,52225,0,GONCOURT,Goncourt,Goncourt,COMD,52225,0,GONCOURT,Goncourt,Goncourt,#N/D,#N/D
32,2019-01-01,COM,53006,1,ARGENTON NOTRE DAME,Argenton-Notre-Dame,Argenton-Notre-Dame,COMD,53006,1,ARGENTON NOTRE DAME,Argenton-Notre-Dame,Argenton-Notre-Dame,#N/D,#N/D
